<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,1,12/23/21,22:25:00,342.0900000,342.2000000,341.8900000,342.1700000,14350
GAZP,1,12/23/21,22:26:00,342.0400000,342.3500000,341.9700000,342.2400000,7650
GAZP,1,12/23/21,22:27:00,342.1700000,342.1800000,341.6900000,341.6900000,13900
GAZP,1,12/23/21,22:28:00,341.7400000,342.0500000,341.7200000,341.8600000,2980
GAZP,1,12/23/21,22:29:00,342.0500000,342.1000000,341.8700000,341.9500000,9680
GAZP,1,12/23/21,22:30:00,341.9600000,342.2000000,341.9500000,342.1000000,14430
GAZP,1,12/23/21,22:31:00,342.0000000,342.1300000,341.6400000,341.7600000,22210
GAZP,1,12/23/21,22:32:00,341.7800000,341.7800000,341.6300000,341.6400000,4850
GAZP,1,12/23/21,22:33:00,341.6700000,341.7200000,341.6000000,341.6100000,1710
GAZP,1,12/23/21,22:34:00,341.6100000,342.0000000,341.6000000,341.8200000,13960
GAZP,1,12/23/21,22:35:00,341.8900000,341.9800000,341.7800000,341.7800000,3510
GAZP,1,12/23/21,22:36:00,341.7900000,341.9100000,341.6900000,341.7800000,2960
GAZP,1,12/23/21,22:37:00,341.7500000,341.8500000,341.6600000,341.6600000,1730
GAZP,1,12/23/21,22:38:00,341.7700000,341.7700000,341.5500000,341.6000000,3730
GAZP,1,12/23/21,22:39:00,341.6100000,341.6900000,341.4500000,341.4500000,26540
GAZP,1,12/23/21,22:40:00,341.4500000,341.6000000,341.4500000,341.6000000,8590
GAZP,1,12/23/21,22:41:00,341.6000000,341.7000000,341.4500000,341.7000000,6740
GAZP,1,12/23/21,22:42:00,341.5800000,341.7000000,341.5200000,341.6800000,8110
GAZP,1,12/23/21,22:43:00,341.6000000,341.6800000,341.6000000,341.6700000,1980
GAZP,1,12/23/21,22:44:00,341.5800000,341.7900000,341.5800000,341.6500000,16880
GAZP,1,12/23/21,22:45:00,341.7000000,341.7800000,341.6000000,341.7500000,7250
GAZP,1,12/23/21,22:46:00,341.7500000,341.7900000,341.7500000,341.7900000,620
GAZP,1,12/23/21,22:47:00,341.7800000,341.7900000,341.6300000,341.7900000,930
GAZP,1,12/23/21,22:48:00,341.6600000,341.7700000,341.6000000,341.7500000,10520
GAZP,1,12/23/21,22:49:00,341.6200000,341.7400000,341.5600000,341.5700000,3390
GAZP,1,12/23/21,22:50:00,341.7000000,341.7100000,341.5300000,341.5700000,4530
GAZP,1,12/23/21,22:51:00,341.5300000,341.5700000,341.5300000,341.5700000,11160
GAZP,1,12/23/21,22:52:00,341.5700000,341.5900000,341.5300000,341.5700000,11900
GAZP,1,12/23/21,22:53:00,341.5400000,341.7000000,341.5100000,341.7000000,13500
GAZP,1,12/23/21,22:54:00,341.5500000,341.7800000,341.5400000,341.7600000,14310
GAZP,1,12/23/21,22:55:00,341.6000000,341.7700000,341.5900000,341.7700000,1160
GAZP,1,12/23/21,22:56:00,341.7500000,341.7700000,341.6200000,341.6200000,200
GAZP,1,12/23/21,22:57:00,341.6400000,341.6400000,341.5400000,341.5400000,2930
GAZP,1,12/23/21,22:58:00,341.6200000,341.6200000,341.5100000,341.6000000,2450
GAZP,1,12/23/21,22:59:00,341.5100000,341.6200000,341.5100000,341.6200000,380
GAZP,1,12/23/21,23:00:00,341.6200000,341.6200000,341.4700000,341.5900000,15760
GAZP,1,12/23/21,23:01:00,341.4700000,341.5800000,341.4100000,341.4700000,20840
GAZP,1,12/23/21,23:02:00,341.4700000,341.4700000,341.3000000,341.3100000,12890
GAZP,1,12/23/21,23:03:00,341.4100000,341.4100000,341.1200000,341.2300000,26410
GAZP,1,12/23/21,23:04:00,341.2100000,341.3000000,341.1000000,341.1000000,10180
GAZP,1,12/23/21,23:05:00,341.1000000,341.2000000,340.1800000,340.4200000,172570
GAZP,1,12/23/21,23:06:00,340.4200000,340.4800000,340.0000000,340.1300000,218240
GAZP,1,12/23/21,23:07:00,340.1300000,340.7100000,340.0200000,340.2300000,147080
GAZP,1,12/23/21,23:08:00,340.2300000,340.7000000,340.1100000,340.6800000,48620
GAZP,1,12/23/21,23:09:00,340.6900000,340.7000000,340.4700000,340.6400000,9110
GAZP,1,12/23/21,23:10:00,340.6400000,340.6800000,340.5000000,340.6200000,5350
GAZP,1,12/23/21,23:11:00,340.6200000,340.6200000,340.4600000,340.5900000,7170
GAZP,1,12/23/21,23:12:00,340.6200000,340.6200000,340.3600000,340.5800000,4720
GAZP,1,12/23/21,23:13:00,340.5800000,340.6000000,340.3000000,340.3300000,41820
GAZP,1,12/23/21,23:14:00,340.2600000,340.3100000,340.0200000,340.0200000,10960
GAZP,1,12/23/21,23:15:00,340.1000000,340.1400000,339.8600000,339.8600000,64300
GAZP,1,12/23/21,23:16:00,339.8500000,340.0000000,339.7500000,339.9200000,68560
GAZP,1,12/23/21,23:17:00,339.8000000,339.9200000,339.5000000,339.5000000,106020
GAZP,1,12/23/21,23:18:00,339.5100000,339.6000000,339.2600000,339.4100000,44180
GAZP,1,12/23/21,23:19:00,339.4800000,339.6000000,339.1700000,339.2000000,59810
GAZP,1,12/23/21,23:20:00,339.2000000,339.3300000,339.0100000,339.0800000,84030
GAZP,1,12/23/21,23:21:00,339.0800000,339.4000000,339.0000000,339.4000000,87240
GAZP,1,12/23/21,23:22:00,339.4000000,339.4900000,339.2400000,339.4100000,14480
GAZP,1,12/23/21,23:23:00,339.4100000,339.6000000,339.3200000,339.6000000,46220
GAZP,1,12/23/21,23:24:00,339.6000000,340.0000000,339.6000000,340.0000000,22800
GAZP,1,12/23/21,23:25:00,339.9900000,340.0200000,339.7400000,339.9900000,31860
GAZP,1,12/23/21,23:26:00,339.9900000,340.0200000,339.8400000,339.8400000,40370
GAZP,1,12/23/21,23:27:00,339.9900000,339.9900000,339.8500000,339.8600000,2700
GAZP,1,12/23/21,23:28:00,339.9700000,340.0000000,339.8600000,340.0000000,11630
GAZP,1,12/23/21,23:29:00,340.0000000,340.4500000,340.0000000,340.4500000,27510
GAZP,1,12/23/21,23:30:00,340.5000000,340.5400000,340.3600000,340.4000000,10620
GAZP,1,12/23/21,23:31:00,340.4100000,340.4100000,340.2000000,340.3200000,14430
GAZP,1,12/23/21,23:32:00,340.3100000,340.3200000,339.8900000,339.8900000,9280
GAZP,1,12/23/21,23:33:00,339.8900000,339.9500000,339.7700000,339.7800000,9610
GAZP,1,12/23/21,23:34:00,339.7800000,339.8000000,339.6400000,339.6400000,26620
GAZP,1,12/23/21,23:35:00,339.6400000,339.7800000,339.6000000,339.7000000,3480
GAZP,1,12/23/21,23:36:00,339.7000000,339.9000000,339.0200000,339.6100000,154250
GAZP,1,12/23/21,23:37:00,339.6100000,339.7000000,339.2400000,339.2400000,19730
GAZP,1,12/23/21,23:38:00,339.3500000,339.3600000,339.0500000,339.2900000,67410
GAZP,1,12/23/21,23:39:00,339.3000000,339.7000000,339.0800000,339.4200000,41760
GAZP,1,12/23/21,23:40:00,339.3000000,339.4400000,339.1500000,339.1700000,6100
GAZP,1,12/23/21,23:41:00,339.2900000,339.6600000,339.1800000,339.6000000,24370
GAZP,1,12/23/21,23:42:00,339.6000000,339.6200000,339.4200000,339.6200000,7340
GAZP,1,12/23/21,23:43:00,339.6200000,339.9200000,339.5200000,339.9100000,31350
GAZP,1,12/23/21,23:44:00,339.9000000,340.3100000,339.7900000,340.2800000,70530
GAZP,1,12/23/21,23:45:00,340.1500000,340.3000000,339.4500000,339.4700000,33140
GAZP,1,12/23/21,23:46:00,339.4600000,340.3000000,339.3700000,339.6600000,29540
GAZP,1,12/23/21,23:47:00,339.6400000,339.8000000,339.4200000,339.7300000,15260
GAZP,1,12/23/21,23:48:00,339.7300000,339.8000000,339.4600000,339.8000000,30310
GAZP,1,12/23/21,23:49:00,339.5200000,339.8100000,339.5200000,339.8100000,7300
GAZP,1,12/23/21,23:50:00,339.7200000,339.8100000,339.3100000,339.8100000,58850
GAZP,1,12/24/21,07:01:00,339.3000000,339.8100000,338.7300000,339.6700000,86070
GAZP,1,12/24/21,07:02:00,339.5000000,340.9800000,339.2700000,340.4400000,143290
GAZP,1,12/24/21,07:03:00,340.6300000,340.7300000,339.8000000,339.9000000,32280
GAZP,1,12/24/21,07:04:00,339.9000000,339.9300000,339.2600000,339.2600000,57540
GAZP,1,12/24/21,07:05:00,339.2700000,339.3000000,338.9500000,339.0000000,74310
GAZP,1,12/24/21,07:06:00,338.9500000,339.0000000,337.8200000,337.9400000,278690
GAZP,1,12/24/21,07:07:00,338.0500000,338.2200000,337.5200000,337.9000000,156100
GAZP,1,12/24/21,07:08:00,338.1300000,338.2700000,337.7800000,338.2700000,79170
GAZP,1,12/24/21,07:09:00,338.2700000,338.5000000,338.0300000,338.1000000,56060
GAZP,1,12/24/21,07:10:00,338.3600000,338.3900000,337.8800000,337.9900000,95840
GAZP,1,12/24/21,07:11:00,338.0200000,338.0300000,337.0700000,337.0700000,129820
GAZP,1,12/24/21,07:12:00,337.0700000,337.8000000,337.0500000,337.5600000,104070
GAZP,1,12/24/21,07:13:00,337.5700000,337.8000000,337.4800000,337.7000000,55380
GAZP,1,12/24/21,07:14:00,337.7000000,338.2000000,337.6100000,338.0000000,84260
GAZP,1,12/24/21,07:15:00,337.9200000,338.0200000,337.4400000,337.7300000,84050
GAZP,1,12/24/21,07:16:00,337.6800000,337.9900000,337.5100000,337.7300000,66760
GAZP,1,12/24/21,07:17:00,337.8700000,337.8800000,337.5500000,337.7700000,40080
GAZP,1,12/24/21,07:18:00,337.5800000,337.9800000,337.5800000,337.8300000,22960
GAZP,1,12/24/21,07:19:00,337.9000000,338.2000000,337.8700000,338.0200000,79150
GAZP,1,12/24/21,07:20:00,338.1800000,338.3500000,338.0300000,338.3200000,13250
GAZP,1,12/24/21,07:21:00,338.3200000,338.3800000,338.2000000,338.3800000,10530
GAZP,1,12/24/21,07:22:00,338.3900000,338.4400000,338.2400000,338.3000000,13400
GAZP,1,12/24/21,07:23:00,338.3000000,338.3000000,337.5200000,337.6700000,39440
GAZP,1,12/24/21,07:24:00,337.6800000,338.1900000,337.5400000,338.0000000,14300
GAZP,1,12/24/21,07:25:00,338.1100000,338.1200000,337.7800000,337.8100000,4020
GAZP,1,12/24/21,07:26:00,337.8500000,337.9200000,337.5100000,337.5300000,40740
GAZP,1,12/24/21,07:27:00,337.5300000,337.6200000,336.9400000,337.0000000,230910
GAZP,1,12/24/21,07:28:00,337.0500000,337.0700000,336.4200000,336.7800000,150670
GAZP,1,12/24/21,07:29:00,336.7700000,337.0000000,336.3000000,336.9800000,189640
GAZP,1,12/24/21,07:30:00,336.9800000,336.9800000,336.3800000,336.7700000,63350
GAZP,1,12/24/21,07:31:00,336.6300000,336.7500000,335.9400000,336.0100000,360610
GAZP,1,12/24/21,07:32:00,336.0000000,336.4400000,335.6900000,336.3600000,187580
GAZP,1,12/24/21,07:33:00,336.3000000,336.8000000,336.2900000,336.6000000,189120
GAZP,1,12/24/21,07:34:00,336.5100000,336.7900000,336.5000000,336.7900000,58860
GAZP,1,12/24/21,07:35:00,336.7900000,337.4600000,336.6400000,337.3100000,102220
GAZP,1,12/24/21,07:36:00,337.3200000,337.4900000,337.0600000,337.2900000,52390
GAZP,1,12/24/21,07:37:00,337.4000000,337.4000000,336.8600000,336.9700000,46600
GAZP,1,12/24/21,07:38:00,336.9700000,337.1100000,336.4900000,337.0600000,82850
GAZP,1,12/24/21,07:39:00,337.0500000,337.1100000,336.3300000,336.6200000,39980
GAZP,1,12/24/21,07:40:00,336.3600000,336.9200000,336.3500000,336.7800000,17320
GAZP,1,12/24/21,07:41:00,336.7800000,337.0500000,336.7700000,337.0500000,6160
GAZP,1,12/24/21,07:42:00,337.0400000,337.2000000,336.9200000,337.2000000,24570
GAZP,1,12/24/21,07:43:00,337.2000000,337.4700000,337.2000000,337.4500000,32990
GAZP,1,12/24/21,07:44:00,337.4600000,338.0000000,337.4500000,337.9800000,72510
GAZP,1,12/24/21,07:45:00,337.8900000,337.9800000,337.5600000,337.7500000,37260
GAZP,1,12/24/21,07:46:00,337.7500000,337.9200000,337.5900000,337.6000000,27380
GAZP,1,12/24/21,07:47:00,337.6000000,338.0000000,337.5700000,337.9300000,91290
GAZP,1,12/24/21,07:48:00,337.9300000,338.3900000,337.9300000,338.3900000,49630
GAZP,1,12/24/21,07:49:00,338.3000000,338.4000000,338.2000000,338.2000000,52020
GAZP,1,12/24/21,07:50:00,338.3200000,338.4000000,338.0700000,338.2400000,45890
GAZP,1,12/24/21,07:51:00,338.0700000,338.1900000,337.9100000,337.9900000,17330
GAZP,1,12/24/21,07:52:00,337.8300000,337.8300000,337.4500000,337.5800000,60090
GAZP,1,12/24/21,07:53:00,337.5700000,337.9900000,337.4100000,337.9000000,26410
GAZP,1,12/24/21,07:54:00,337.9000000,338.0000000,337.8200000,338.0000000,15530
GAZP,1,12/24/21,07:55:00,338.0000000,338.1600000,337.7000000,338.0000000,53180
GAZP,1,12/24/21,07:56:00,338.0300000,338.1900000,337.9000000,338.1000000,31190
GAZP,1,12/24/21,07:57:00,338.0000000,338.0000000,337.5900000,337.6700000,32120
GAZP,1,12/24/21,07:58:00,337.8300000,338.0000000,337.7600000,337.8500000,59620
GAZP,1,12/24/21,07:59:00,337.8500000,337.9300000,337.7500000,337.8500000,6140
GAZP,1,12/24/21,08:00:00,337.8500000,338.1900000,337.8500000,338.1900000,15830
GAZP,1,12/24/21,08:01:00,338.0700000,338.1900000,337.8500000,337.8500000,6430
GAZP,1,12/24/21,08:02:00,337.9700000,338.1000000,337.8000000,338.1000000,12030
GAZP,1,12/24/21,08:03:00,338.1000000,338.1000000,337.8400000,338.1000000,19300
GAZP,1,12/24/21,08:04:00,338.1100000,338.1600000,337.8100000,337.9100000,9820
GAZP,1,12/24/21,08:05:00,338.1200000,338.1500000,337.9100000,338.0200000,6620
GAZP,1,12/24/21,08:06:00,338.0000000,338.0300000,338.0000000,338.0000000,5510
GAZP,1,12/24/21,08:07:00,338.0000000,338.0200000,337.8500000,337.9900000,6870
GAZP,1,12/24/21,08:08:00,337.9900000,338.0000000,337.6500000,337.6600000,37410
GAZP,1,12/24/21,08:09:00,337.6600000,337.7000000,337.4100000,337.6800000,21980
GAZP,1,12/24/21,08:10:00,337.6800000,337.7000000,337.4600000,337.5000000,5310
GAZP,1,12/24/21,08:11:00,337.5900000,337.6800000,337.5200000,337.6800000,9610
GAZP,1,12/24/21,08:12:00,337.5600000,337.9000000,337.5600000,337.7700000,10450
GAZP,1,12/24/21,08:13:00,337.9000000,337.9300000,337.5700000,337.7600000,7280
GAZP,1,12/24/21,08:14:00,337.7600000,338.1600000,337.7400000,338.1600000,69690
GAZP,1,12/24/21,08:15:00,338.1500000,338.2500000,338.0000000,338.2500000,22050
GAZP,1,12/24/21,08:16:00,338.2500000,338.2500000,337.9000000,338.0500000,13290
GAZP,1,12/24/21,08:17:00,338.0000000,338.0000000,337.9000000,337.9100000,1740
GAZP,1,12/24/21,08:18:00,337.9200000,338.2500000,337.9200000,338.2400000,9100
GAZP,1,12/24/21,08:19:00,338.2500000,338.4200000,338.2500000,338.3900000,41770
GAZP,1,12/24/21,08:20:00,338.3900000,338.4000000,338.0500000,338.4000000,21140
GAZP,1,12/24/21,08:21:00,338.3000000,338.3400000,338.0200000,338.2600000,7780
GAZP,1,12/24/21,08:22:00,338.0400000,338.1700000,337.9200000,338.0000000,14010
GAZP,1,12/24/21,08:23:00,338.0000000,338.0000000,337.4000000,337.4100000,53050
GAZP,1,12/24/21,08:24:00,337.5400000,337.5700000,337.4000000,337.5700000,31550
GAZP,1,12/24/21,08:25:00,337.5700000,337.9400000,337.5400000,337.9400000,13080
GAZP,1,12/24/21,08:26:00,337.7300000,337.9100000,337.6200000,337.6500000,3500
GAZP,1,12/24/21,08:27:00,337.7200000,337.7200000,337.1200000,337.1800000,104380
GAZP,1,12/24/21,08:28:00,337.1800000,337.1900000,336.8500000,337.1000000,77590
GAZP,1,12/24/21,08:29:00,337.0400000,337.1300000,337.0000000,337.0600000,50130
GAZP,1,12/24/21,08:30:00,337.0200000,337.7000000,337.0100000,337.7000000,26120
GAZP,1,12/24/21,08:31:00,337.6800000,337.7200000,337.4300000,337.7200000,9730
GAZP,1,12/24/21,08:32:00,337.7200000,337.8000000,337.6900000,337.8000000,30640
GAZP,1,12/24/21,08:33:00,337.8000000,337.8000000,337.6000000,337.6200000,12370
GAZP,1,12/24/21,08:34:00,337.7100000,337.8400000,337.5000000,337.6800000,23380
GAZP,1,12/24/21,08:35:00,337.7300000,337.7300000,337.6800000,337.7300000,2000
GAZP,1,12/24/21,08:36:00,337.7300000,337.9800000,337.6800000,337.8000000,11290
GAZP,1,12/24/21,08:37:00,337.8200000,337.9200000,337.7800000,337.8500000,2140
GAZP,1,12/24/21,08:38:00,337.7800000,337.8500000,337.6800000,337.8500000,5160
GAZP,1,12/24/21,08:39:00,337.8500000,338.1900000,337.8000000,338.1900000,58160
GAZP,1,12/24/21,08:40:00,338.0700000,338.3000000,338.0700000,338.2500000,70440
GAZP,1,12/24/21,08:41:00,338.1800000,338.3000000,338.0500000,338.2900000,51400
GAZP,1,12/24/21,08:42:00,338.2000000,338.2900000,338.1200000,338.2900000,14990
GAZP,1,12/24/21,08:43:00,338.2900000,338.6300000,338.2700000,338.5900000,96540
GAZP,1,12/24/21,08:44:00,338.5900000,338.8000000,338.5700000,338.7400000,28780
GAZP,1,12/24/21,08:45:00,338.6700000,338.7200000,338.4700000,338.6600000,12590
GAZP,1,12/24/21,08:46:00,338.6000000,338.6600000,338.3100000,338.4800000,27330
GAZP,1,12/24/21,08:47:00,338.4800000,338.5000000,338.2700000,338.2700000,12150
GAZP,1,12/24/21,08:48:00,338.3600000,338.4000000,338.2100000,338.2100000,26860
GAZP,1,12/24/21,08:49:00,338.3500000,338.3500000,337.8400000,338.0200000,66220
GAZP,1,12/24/21,08:50:00,338.0200000,338.0300000,337.8700000,337.9200000,24450
GAZP,1,12/24/21,08:51:00,337.9200000,338.1700000,337.9200000,338.1700000,8210
GAZP,1,12/24/21,08:52:00,338.1700000,338.1700000,337.8000000,337.9800000,24710
GAZP,1,12/24/21,08:53:00,337.9800000,337.9800000,337.7100000,337.8700000,13060
GAZP,1,12/24/21,08:54:00,337.8700000,338.1700000,337.8300000,338.0400000,22490
GAZP,1,12/24/21,08:55:00,338.1700000,338.2700000,338.0400000,338.2500000,2540
GAZP,1,12/24/21,08:56:00,338.2500000,338.3100000,338.0900000,338.2900000,8250
GAZP,1,12/24/21,08:57:00,338.2800000,338.4000000,338.2800000,338.3500000,7610
GAZP,1,12/24/21,08:58:00,338.3500000,338.5000000,338.2200000,338.5000000,76750
GAZP,1,12/24/21,08:59:00,338.5000000,338.5000000,338.4100000,338.4100000,2220
GAZP,1,12/24/21,09:00:00,338.4400000,338.8000000,338.4000000,338.6200000,128230
GAZP,1,12/24/21,09:01:00,338.7900000,338.9100000,338.7000000,338.8400000,41830
GAZP,1,12/24/21,09:02:00,338.8400000,339.2800000,338.8200000,339.0300000,67020
GAZP,1,12/24/21,09:03:00,339.0300000,339.3400000,338.9700000,339.2100000,161810
GAZP,1,12/24/21,09:04:00,339.2700000,339.5000000,339.2000000,339.4500000,45140
GAZP,1,12/24/21,09:05:00,339.4000000,339.4500000,339.3100000,339.4400000,25250
GAZP,1,12/24/21,09:06:00,339.4200000,339.6000000,339.3000000,339.4400000,92850
GAZP,1,12/24/21,09:07:00,339.4500000,339.5700000,339.2900000,339.3400000,31210
GAZP,1,12/24/21,09:08:00,339.3000000,339.3600000,339.0500000,339.0700000,50190
GAZP,1,12/24/21,09:09:00,339.1800000,339.1800000,338.8900000,339.0000000,34260
GAZP,1,12/24/21,09:10:00,338.9000000,339.2000000,338.8900000,339.1300000,15580
GAZP,1,12/24/21,09:11:00,339.1300000,339.7900000,339.1300000,339.6000000,85180
GAZP,1,12/24/21,09:12:00,339.5900000,339.5900000,339.3100000,339.5000000,18800
GAZP,1,12/24/21,09:13:00,339.4900000,339.5400000,339.3500000,339.5300000,13070
GAZP,1,12/24/21,09:14:00,339.5200000,339.5300000,339.3700000,339.5000000,7250
GAZP,1,12/24/21,09:15:00,339.5000000,339.5300000,339.3200000,339.4300000,16670
GAZP,1,12/24/21,09:16:00,339.4000000,339.8000000,339.0500000,339.4800000,135510
GAZP,1,12/24/21,09:17:00,339.5500000,339.6700000,339.3800000,339.5000000,30930
GAZP,1,12/24/21,09:18:00,339.5000000,339.5600000,339.2100000,339.2100000,24240
GAZP,1,12/24/21,09:19:00,339.2700000,339.3600000,339.1700000,339.3400000,1930
GAZP,1,12/24/21,09:20:00,339.3400000,339.3500000,339.2000000,339.3100000,15200
GAZP,1,12/24/21,09:21:00,339.3100000,339.4500000,339.2300000,339.4500000,5120
GAZP,1,12/24/21,09:22:00,339.4000000,339.4900000,339.2900000,339.3700000,15990
GAZP,1,12/24/21,09:23:00,339.2900000,339.4200000,339.2000000,339.2800000,9560
GAZP,1,12/24/21,09:24:00,339.2100000,339.4100000,339.2000000,339.3500000,11590
GAZP,1,12/24/21,09:25:00,339.3500000,339.3800000,339.3500000,339.3700000,2440
GAZP,1,12/24/21,09:26:00,339.3700000,339.4200000,339.2400000,339.3000000,11360
GAZP,1,12/24/21,09:27:00,339.4100000,339.4200000,339.3500000,339.3500000,4230
GAZP,1,12/24/21,09:28:00,339.4000000,339.4900000,339.3000000,339.3700000,5110
GAZP,1,12/24/21,09:29:00,339.3700000,339.4900000,339.3700000,339.4900000,3220
GAZP,1,12/24/21,09:30:00,339.4800000,339.4900000,339.3700000,339.3700000,6280
GAZP,1,12/24/21,09:31:00,339.3500000,339.4000000,339.2300000,339.3500000,24880
GAZP,1,12/24/21,09:32:00,339.3500000,339.3500000,339.1800000,339.2300000,6940
GAZP,1,12/24/21,09:33:00,339.2900000,339.3000000,338.8800000,338.9000000,46590
GAZP,1,12/24/21,09:34:00,338.8900000,338.9000000,338.7200000,338.8000000,9320
GAZP,1,12/24/21,09:35:00,338.7200000,338.9700000,338.7200000,338.9700000,18180
GAZP,1,12/24/21,09:36:00,338.8600000,338.9700000,338.8000000,338.8000000,7190
GAZP,1,12/24/21,09:37:00,338.8700000,338.9300000,338.7700000,338.8000000,9440
GAZP,1,12/24/21,09:38:00,338.8000000,338.9000000,338.7700000,338.9000000,3480
GAZP,1,12/24/21,09:39:00,338.9000000,338.9300000,338.7700000,338.8900000,6160
GAZP,1,12/24/21,09:40:00,338.8000000,338.9000000,338.7700000,338.8000000,13450
GAZP,1,12/24/21,09:41:00,338.8800000,338.9500000,338.8000000,338.8800000,23740
GAZP,1,12/24/21,09:42:00,338.9500000,339.2000000,338.9500000,339.2000000,38330
GAZP,1,12/24/21,09:43:00,339.2000000,339.2000000,339.0300000,339.2000000,7520
GAZP,1,12/24/21,09:44:00,339.1000000,339.2000000,339.0200000,339.0200000,3390
GAZP,1,12/24/21,09:45:00,339.0200000,339.2000000,339.0000000,339.0000000,1640
GAZP,1,12/24/21,09:46:00,339.0200000,339.1300000,339.0000000,339.1000000,7260
GAZP,1,12/24/21,09:47:00,339.1000000,339.1300000,338.9200000,338.9200000,7170
GAZP,1,12/24/21,09:48:00,339.0400000,339.1800000,338.9200000,339.1800000,5360
GAZP,1,12/24/21,09:49:00,339.1800000,339.2100000,339.0800000,339.2100000,11820
GAZP,1,12/24/21,09:50:00,339.0900000,339.3200000,339.0900000,339.2000000,30730
GAZP,1,12/24/21,09:51:00,339.2000000,339.3500000,339.0600000,339.3100000,43500
GAZP,1,12/24/21,09:52:00,339.3100000,339.3300000,339.1000000,339.1800000,20010
GAZP,1,12/24/21,09:53:00,339.2700000,339.3300000,339.0300000,339.1300000,7260
GAZP,1,12/24/21,09:54:00,339.1400000,339.2100000,339.0000000,339.0000000,8270
GAZP,1,12/24/21,09:55:00,338.9200000,339.1000000,338.8400000,338.9200000,13650
GAZP,1,12/24/21,09:56:00,338.9200000,339.0300000,338.8700000,338.9900000,5240
GAZP,1,12/24/21,09:57:00,338.8800000,338.9600000,338.7900000,338.8800000,17860
GAZP,1,12/24/21,09:58:00,338.7800000,338.9000000,338.7300000,338.8000000,9020
GAZP,1,12/24/21,09:59:00,338.8000000,338.8500000,338.7000000,338.8400000,19940
GAZP,1,12/24/21,10:00:00,338.7600000,338.8500000,338.6300000,338.6400000,31180
GAZP,1,12/24/21,10:01:00,338.6000000,338.6600000,338.0500000,338.5300000,192430
GAZP,1,12/24/21,10:02:00,338.5500000,338.6000000,338.3200000,338.3400000,24800
GAZP,1,12/24/21,10:03:00,338.4700000,339.0000000,338.3000000,338.9700000,81830
GAZP,1,12/24/21,10:04:00,338.9200000,339.0000000,338.7200000,338.7200000,173270
GAZP,1,12/24/21,10:05:00,338.8300000,339.0000000,338.6700000,338.9600000,26220
GAZP,1,12/24/21,10:06:00,338.8600000,339.0000000,338.8000000,338.8700000,78870
GAZP,1,12/24/21,10:07:00,338.9400000,339.0000000,338.4300000,338.5400000,22390
GAZP,1,12/24/21,10:08:00,338.5600000,338.7400000,338.5000000,338.5100000,18090
GAZP,1,12/24/21,10:09:00,338.5100000,339.0000000,338.5000000,339.0000000,50700
GAZP,1,12/24/21,10:10:00,339.0000000,339.3900000,338.8900000,339.2700000,156020
GAZP,1,12/24/21,10:11:00,339.2000000,339.8500000,339.1300000,339.6000000,214430
GAZP,1,12/24/21,10:12:00,339.5700000,339.7500000,339.5500000,339.6700000,36710
GAZP,1,12/24/21,10:13:00,339.6600000,339.7000000,339.4000000,339.5700000,30530
GAZP,1,12/24/21,10:14:00,339.6000000,339.6400000,339.5300000,339.6000000,14660
GAZP,1,12/24/21,10:15:00,339.6300000,339.8500000,339.6000000,339.8500000,22170
GAZP,1,12/24/21,10:16:00,339.8500000,340.3900000,339.8100000,339.9500000,270040
GAZP,1,12/24/21,10:17:00,339.9200000,340.2000000,339.7800000,339.9800000,183080
GAZP,1,12/24/21,10:18:00,339.9100000,340.3700000,339.9000000,340.1800000,45810
GAZP,1,12/24/21,10:19:00,340.1400000,340.3400000,340.0400000,340.2800000,40190
GAZP,1,12/24/21,10:20:00,340.1200000,340.7700000,340.1200000,340.6000000,111120
GAZP,1,12/24/21,10:21:00,340.6000000,340.7500000,340.0700000,340.1700000,117210
GAZP,1,12/24/21,10:22:00,340.1600000,340.3100000,339.8100000,340.0000000,191840
GAZP,1,12/24/21,10:23:00,340.0000000,340.1000000,339.8700000,339.9600000,21730
GAZP,1,12/24/21,10:24:00,339.9600000,339.9600000,339.6600000,339.8500000,43680
GAZP,1,12/24/21,10:25:00,339.7900000,339.9400000,339.6500000,339.6500000,38540
GAZP,1,12/24/21,10:26:00,339.6200000,339.7300000,339.1200000,339.7300000,164080
GAZP,1,12/24/21,10:27:00,339.7500000,339.9000000,339.5100000,339.9000000,33990
GAZP,1,12/24/21,10:28:00,339.8900000,340.1700000,339.7000000,340.1700000,131700
GAZP,1,12/24/21,10:29:00,340.1400000,340.1900000,339.9100000,340.0500000,65230
GAZP,1,12/24/21,10:30:00,340.0500000,340.1600000,340.0000000,340.0000000,28970
GAZP,1,12/24/21,10:31:00,340.0000000,340.3200000,340.0000000,340.1100000,22530
GAZP,1,12/24/21,10:32:00,340.1100000,340.1100000,339.5700000,339.6400000,55140
GAZP,1,12/24/21,10:33:00,339.5800000,339.6900000,339.1100000,339.1600000,81530
GAZP,1,12/24/21,10:34:00,339.2800000,339.3600000,339.0300000,339.1300000,15290
GAZP,1,12/24/21,10:35:00,339.2300000,339.2300000,338.5600000,338.6800000,107360
GAZP,1,12/24/21,10:36:00,338.7500000,339.4200000,338.7200000,339.1100000,28330
GAZP,1,12/24/21,10:37:00,338.9700000,339.0800000,338.9100000,338.9800000,16300
